394;select_supplier;Select Supplier;Seleccione Proveedor;NULL)
395;stock_report_product_wise;Stock Report (Product Wise);Informe de la (Producto Wise);NULL)
396;phone;Phone;Teléfono;NULL)
397;select_product;Select Product;Seleccionar producto;NULL)
398;in_quantity;In Qnty.;En Qnty .;NULL)
399;out_quantity;Out Qnty.;Qnty a cabo .;NULL)
400;in_taka;In TK.;En TK .;NULL)
401;out_taka;Out TK.;Sale TK .;NULL)
402;commission;Commission;Comisión;NULL)
403;generate_commission;Generate Commssion;Generar commssion;NULL)
404;commission_rate;Commission Rate;Porcentaje de comision;NULL)
405;total_ctn;Total Ctn.;CTN total.;NULL)
406;per_pcs_commission;Per PCS Commission;Comisión por las PC;NULL)
407;total_commission;Total Commission;Comisión total;NULL)
408;enter;Enter;Entrar;NULL)
409;please_add_walking_customer_for_default_customer;Please add \Walking Customer\ for default customer.;Añada \ Cliente Caminar \ para el cliente por defecto.;NULL)
410;supplier_ammount;Supplier Amount;Monto del proveedor;NULL)
411;my_sale_ammount;My Sale Amount;Mi cantidad de venta;NULL)
412;signature_pic;Signature Picture;Firma imagen;NULL)
413;branch;Branch;Rama;NULL)
414;ac_no;A/C Number;A / C Número;NULL)
415;ac_name;A/C Name;A / C Nombre;NULL)
416;bank_transaction;Bank Transaction;Transacción bancaria;NULL)
417;bank;Bank;Banco;NULL)
418;withdraw_deposite_id;Withdraw / Deposite ID;Retirar / deposite ID;NULL)
419;bank_ledger;Bank Ledger;Banco de Ledger;NULL)
420;note_name;Note Name;Nota Nombre;NULL)
421;pcs;Pcs.;Pcs .;NULL)
422;1;1;1;NULL)
423;2;2;2;NULL)
424;5;5;5;NULL)
425;10;10;10;NULL)
426;20;20;20;NULL)
427;50;50;50;NULL)
428;100;100;100;NULL)
429;500;500;500;NULL)
430;1000;1000;1000;NULL)
431;total_discount;Total Discount;Descuento total;NULL)
432;product_not_found;Product not found !;Producto no encontrado !;NULL)
433;this_is_not_credit_customer;This is not credit customer !;Esto no es cliente de crédito!;NULL)
434;personal_loan;Personal Loan;Préstamo personal;NULL)
435;add_person;Add Person;Agregar persona;NULL)
436;add_loan;Add Loan;Añadir Préstamo;NULL)
437;add_payment;Add Payment;Agregar Pago;NULL)
438;manage_person;Manage Person;Manejo de persona;NULL)
439;personal_edit;Person Edit;Editar persona;NULL)
440;person_ledger;Person Ledger;Persona de Ledger;NULL)
441;backup_restore;Backup ;Apoyo ;NULL)
442;database_backup;Database backup;Base de datos de copia de seguridad;NULL)
443;file_information;File information;Informacion del archivo;NULL)
444;filename;Filename;Nombre del archivo;NULL)
445;size;Size;Talla;NULL)
446;backup_date;Backup date;fecha de copia de seguridad;NULL)
447;backup_now;Backup now;Copia ahora;NULL)
448;restore_now;Restore now;Restaurar ahora;NULL)
449;are_you_sure;Are you sure ?;Estás seguro ?;NULL)
450;download;Download;Descargar;NULL)
451;backup_and_restore;Backup;Apoyo;NULL)
452;backup_successfully;Backup successfully;Copia de seguridad con éxito;NULL)
453;delete_successfully;Delete successfully;Eliminar correctamente;NULL)
454;stock_ctn;Stock/Qnt;Stock / Qnt;NULL)
455;unit;Unit;Unidad;NULL)
456;meter_m;Meter (M);Meter (M);NULL)
457;piece_pc;Piece (Pc);Pieza (Pc);NULL)
458;kilogram_kg;Kilogram (Kg);Kilogramo (kg);NULL)
459;stock_cartoon;Stock Cartoon;De dibujos animados;NULL)
460;add_product_csv;Add Product (CSV);Añadir Producto (CSV);NULL)
461;import_product_csv;Import product (CSV);producto de importación (CSV);NULL)
462;close;Close;Cerca;NULL)
463;download_example_file;Download example file.;Descargar archivo de ejemplo.;NULL)
464;upload_csv_file;Upload CSV File;Subir Archivo CSV;NULL)
465;csv_file_informaion;CSV File Information;Información del archivo CSV;NULL)
466;out_of_stock;Out Of Stock;Agotado;NULL)
467;others;Others;Otros;NULL)
468;full_paid;Full Paid;Total pagado;NULL)
469;successfully_saved;Your Data Successfully Saved;Sus datos se han guardado correctamente;NULL)
470;manage_loan;Manage Loan;Manejo de Préstamo;NULL)
471;receipt;Receipt;Recibo;NULL)
472;payment;Payment;Pago;NULL)
473;cashflow;Daily Cash Flow;Flujo de efectivo de cada día;NULL)
474;signature;Signature;Firma;NULL)
475;supplier_reports;Supplier Reports;Proveedor Informes;NULL)
476;generate;Generate;Generar;NULL)
477;todays_overview;Todays Overview;Descripción general del día de hoy;NULL)
478;last_sales;Last Sales;Últimos Ventas;NULL)
479;manage_transaction;Manage Transaction;Manejo de Transacción;NULL)
480;daily_summary;Daily Summary;Resumen diario;NULL)
481;daily_cash_flow;Daily Cash Flow;Flujo de efectivo de cada día;NULL)
482;custom_report;Custom Report;Informe personalizado;NULL)
483;transaction;Transaction;Transacción;NULL)
